c1,c1_context,c2,c2_context,match_type
pisa farmacéutica,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",pisa farmacéutic,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",Match
pisa farmacéutica,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",pisa farmaceutíca,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",Match
pisa farmacéutica,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",pisa farmceutica,"PiSA® Pharmaceutical is a 100% Mexican company, with 77 years of history developing products and comprehensive services for the public and private health sectors in Mexico, the United States, and Latin America and the Caribbean.",Match
pisa farmacéutica,"PISA® Farmacéutica is a company dedicated to the manufacturinge, commercialization, and distribution of medicines and medical devices for the treatment of a wide range of health issues, such as nephrology, infectious diseases, anesthesiology, etc.",p.f.,"PF Group General Information
The company's product offering includes micronized thermoplastics, sealants, adhesives, coatings and performed automotive parts, synthetic industrial fabrics, engineering plastics, a wide variety of car mats and bath mats and thermo adhesive materials.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alesta,"ALESTA is a modern system integrator that works for your successful future. We fully develop, implement and deliver high-end services, enterprise IT systems and software integration solutions for our customers, with a deep focus on secure networks, storage systems, SaaS software and information security.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alestrra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alstra,"About us. Alstra is dedicated empowering skilled experts worldwide, predominantly from Latin America to pursue more adaptable career paths while tackling stimulating projects for fast growing SMEs and globally recognized companies.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alesttra,"Description tag, Headings useing. Headings list ... alesttra.se, www.alestrra.se, www.alesrra.se, www ... company, alestra.cx, alestra.video, alestra ...",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alestr,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",alestr.,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",Match
alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",Alestra,"Alestra S. de R.L. de C.V., known as Alestra, is a Mexican IT Services company headquartered in San Pedro Garza García, Nuevo León, Mexico. It provides IT solutions for the corporate sector in Mexico. It is a subsidiary of the Mexican conglomerate Alfa.",Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",hommex,Commercial Director at hommex co. · All Electronic Home Appliance Supplier · Experience: Hommex Co. · Location: Iran · 4 connections on LinkedIn.,Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",omex,"Our OMEX ® mission is to sustainably feed a growing population globally leading science in excellence, we maximize use of water and energy resources, working with farmers to provide the highest quality liquid fertilizers and crop nutrition in food production.",Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",homeex,"HomeEX is an employee experience subscription service designed to inspire, upskill and build community. Get access to our world-class tools, education, strategies and inspiration. We'll help you to get creative with your culture and impact every moment of the employee experience, hire to retire.",Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",hoex,About Hindustan Oil Exploration Company Ltd (HOEX.INx). Company Information. Hindustan Oil Exploration Company Limited is an India-based oil and gas company.,Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",homx,"Jul 11, 2024 —",Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",homez,"Homez Overview
Homez is aplatform for renting fully furnished homes with flexible lease terms. The service includes amenities such as groceries, cleaning, and local recommendations, catering to various needs like business relocation and temporary living arrangements.Jul 3, 2024",Match
homex,"Providing quick, trusted solutions for heating, cooling, plumbing, electrical, and appliance issues, HomeX is simplifying maintenance and troubleshooting for homeowners. Scaled amid COVID-19, HomeX Remote Assist provides virtual, personalized solutions to homeowners with expert guidance through video, call, or chat.",Homex,"HomeX Services Group is a family-run business and one of the fastest-growing HVAC, plumbing, and electrical companies in the country. HomeX focuses on people, operations, and technology to deliver exceptional service to residential and commercial customers.",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",cmex,"Cemex
is a global building materials company that provides high-quality products and reliable services with a rich history of improving the wellbeing of those it serves through innovative building solutions, efficiency advancements and sustainability efforts.",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",comx,"About ComX
ComX is a market-leading B2B sales platform for companies with services and products that require explanation. It is the only company in the world that offers a solution for the entire sales value chain.",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",comex.,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",commex,Commex Corporation provides plastic film products. The Company focuses on food packaging and other specialty packaging application. Commex serves customers in the State of California.,Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",comexx,"Comexx Consulting General Information. Description. Provider of cash management services. The company provides account management, debt acceleration, credit ...",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",coemx,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",Match
comex,"Comex Group is the fourth largest paint manufacturer and distributor of paints and waterproofing products in North America, with 3,300 locations.",Cmex,"Cemex
is a global building materials company that provides high-quality products and reliable services with a rich history of improving the wellbeing of those it serves through innovative building solutions, efficiency advancements and sustainability efforts.",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secretaria de comunicaciones y transporte,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secratría de comunicaciones y transportes,"Description: Mexico's Secretariat of Infrastructure, Communications and Transportation (SICT) has the mission to set and conduct policies and programs to develop transport and communications in line with the country's needs. It also regulates, inspects and oversees mail and telegraph services.",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secretaria de comunicaciones y tranportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secretaría de comunicaciones y transportes,"Description: Mexico's Secretariat of Infrastructure, Communications and Transportation (SICT) has the mission to set and conduct policies and programs to develop transport and communications in line with the country's needs. It also regulates, inspects and oversees mail and telegraph services.",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secretaria comunicaciones y transportes,"Many translated example sentences containing ""secretaria Comunicaciones y Transportes ... [...] official airport transportation company ... logistics, procurement, ...",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secr. de comunicaciones y transportes,"The Secretariat of Infrastructure, Communications and Transportation (Secretaría de Infraestructura, Comunicaciones y Transportes, SICT) of Mexico is the national federal entity that regulates commercial road traffic and broadcasting.",Match
secretaria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",secrataria de comunicaciones y transportes,"SECRETARIA DE COMUNICACIONES Y TRANSPORTES SCT MÉXICO is a government administration company based out of Av. Universidad 1738, Santa Catarina, Coyoacán, ...",Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",grums,Grums General Information. Description. Provider of coffee-based skincare products intended to provide skin protection with sustainability. The company ...,Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",gruma.,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",guma,About us. Guma provides a white-label SaaS solution for banks so they could offer their corporate clients an innovative expense management system. The platform enables banks to provide this solution with no technological effort on the bank side!,Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",gruuma,"dba Gruuma.n/Butkus. 820 Davis St, Ste 300. INSURER C : Berkl.ey Insurance ... DESCRIPTION OF OPERATIONS/ LOCATIONS/ VEHICLES (ACORD 101, Additional ...",Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",gruam,"Find company research, competitor information, contact details & financial data for Gruam KG of Salzburg-Aigen, Salzburg. Get the latest business insights from",Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",Gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",Match
gruma,"We are a global food company, proudly Mexican, the world leader in the production of corn masa flour, tortillas, and wraps. We are also an important player in the flatbread category, as well as other food categories such as rice, beans, snacks, pasta, condiments, and palm hearts, among others.",gurma,"Gruma
Oceania Pty Ltd (trading as Mission Foods
) is a foreign privately-owned company, engaged in the manufacture of corn chips, taco shells, flatbreads and flour tortillas as well as the marketing, selling and distribution of purchased and manufactured products, sauces and other complementary products.",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",praxs,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",praxis.,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",praxes,"Since 1997, PRAXES has been providing 24/7 medical advice to clients in some of the most remote locations on the planet. Many of our clients operate in environments where the health and safety of employees is paramount, transport can be challenging, and time is critical.",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",praxis inc,"Praxis Inc. engineers aerospace capabilities for problems of national interest. Our core competencies are system engineering, mechanical and electrical systems, spaceflight qualification and testing, software engineering, cybersecurity, robotics, and program management.",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",prxs,PinnacleRx Solutions (PRxS) is a relationship-focused pharmacy benefits manager (PBM) that goes beyond the ordinary by building products and services around the unique goals of our clients.,Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",prasis,"PRASIS is the largest community of indemnified Plastic Surgeons. It's sole aim is to protect plastic surgeons, by arranging an indemnity scheme and providing support and guidance to its members.",Match
praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",Praxis,"Praxis Precision Medicines is a clinical-stage biopharmaceutical company translating genetic insights into the development of therapies for central nervous system disorders characterized by neuronal imbalance.Apr 28, 2024",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",ice,"The Intercontinental Exchange


(ICE) is an American company that owns and operates financial and commodity marketplaces and exchanges. ICE was founded in 2000 and became a publicly traded company on November 16, 2005; it was added to the Russell 1000 Index on June 30, 2006.Jul 19, 2022",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",c.i.e.,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",c. i. e.,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",c.i e,Overview. Company Description: Key Principal: OSAMU NAITO See more contacts. Industry: ... C&I ENTERTAINMENT INC.'s website is https://ci-e.co.jp. How many ...,Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",cii,"CII is a leading voice for effective corporate governance, strong shareowner rights and sensible financial regulations that foster fair, vibrant capital markets.",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",c cie,"CIE Automotive SA (CIE) is an automotive company, specializing in the production of components, assemblies, and sub-assemblies for the automotive industry.",Match
cie,"Cie is a venture studio that serves as an innovation lab and accelerator for bold entrepreneurs who want to transform disruptive ideas into thriving ventures. Cie blends Silicon Valley DNA with the business maturity of serial entrepreneurs, seasoned venture capitalists, and Fortune 500 executives.",IE,"IE supports businesses to build digital products with the right technology, advising leaders on product strategy, technology, customer experience, data analytics, and agile delivery.",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mexihcem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mex.chem,"May 18, 2024 —",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mexchem,"Orbia (BMV: MEXCHEM*) is a community of companies bound together by a collective focus on insuring food security, reducing water scarcity, ...",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mxichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mexicm,"The Mexican Business Information System (SIEM) provides business information and promotes industrial, commercial, and service companies operating in Mexico.",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",mexichem.,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",Match
mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",Mexichem,"Orbia (previously Mexichem) is a company providing specialty products and methodologies in the agriculture, building and infrastructure, fluorinated solutions, polymer solutions, and data communications sectors. It was founded in 1953 and has headquarters in Mexico City.",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachoc,"San Mateo, California, United States",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachco,"Bahco
is an international brand within the hand tool industry, with its products designed and manufactured by SNA Europe. Its roots go back to the industrial revolution of Sweden in the late eighteen hundreds, starting with innovations such as the pipe wrench and the modern adjustable wrench.",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachocco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachocoo,Sabadito de Bachocoo con mi amigo Federico Yang saludos Paquito Chapoy sendereando.,Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachcho,"BACHCHO QUAZI MOHAMMAD · Other Miscellaneous Retailers · Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers · Retail Trade ...",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",bachoc.,"San Mateo, California, United States",Match
bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",Bachoco,"Bachoco is a vertically integrated company headquartered in Celaya, Guanajuato located in Central Mexico. Its main business lines are: chicken, eggs, balanced feed, swine, and turkey and beef value-added products.",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",al cea,"ROGER HOFFMAN CASE STUDY Facts:Al Cea and Laura Cea entered into an agreement with ATC in 2006. Later, ATC incurred financial challenges and never stated ...",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",a lsea,Landsea Homes Corp Ordinary Shares - Class A LSEA ; Valuation · Price/Earnings (Normalized). 7.44 ; Financial Strength · Quick Ratio. 0.27 ; Profitability · Return on ...,Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",alseaa,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",alse..a,"ALSE: A PROFESSIONAL COMPANY. DEVELOPER AND SUPPLIER OF AUTOMATIC SYSTEMS FOR GATES, AWNINGS AND CURTAINS, ACCESS CONTROLS AND ELECTRIC LOCKS.",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",alsee,"ALSEE TECHNOLOGY CO., LIMITED - Free company information from Companies House including registered office address, filing history, accounts, annual return, ...",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",alesea,"Meet Alesea
Alesea is your virtual assistant for cable inventory management. Alesea transforms the cable drum from a simple package into an intelligent asset that supports customers in improving their efficiency in operations and inventory management.",Match
alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",Alsea,"Alsea, S.A.B. de C.V., known as Alsea, is a Mexican multi-brand restaurant operator based in Mexico City, Mexico. It was founded as a holding company in 1997. Its operating portfolio includes fast-food, casual dining, and cafeteria type restaurant chains located in Mexico, South America and Europe.",Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Grupo Refonma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Groapo Reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Grupo Reform,"Massage · Shopping · Fuenlabrada, M · Home Services · General Contractors. Grupo Reform. Grupo Reform. General Contractors. Closed • 8:30 am - 8:00 pm.",Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,GrupoReforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,grupo reformaa,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,grupo refoema,Grupo Reforma is the largest printed media company in Mexico and Latin America.,Match
grupo reforma,Grupo Reforma is the largest printed media company in Mexico and Latin America.,G.R.,"We are The GR Company, the premier government relations and public affairs consultancy in Japan, Korea, and Taiwan. We also offer exceptional global advisory services supported by a worldwide network of top-tier affiliated firms centered around our regional hubs in Singapore, London, and Washington D.C.",Match
